,beat,pitch,beat_pitch,midi
114,"[[1, 2, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 9], [1, 3, 5, 9], [1, 3, 5, 9, 10], [1, 3, 5, 9]]","[[58, 65, 69, 71, 72, 74, 73, 66], [58, 62, 59, 55, 60, 64, 65], [58, 57, 55, 71, 67, 69], [58, 70, 69, 67, 69, 66], [58, 62, 64, 67, 69], [58, 70, 74, 62], [58, 70, 67, 55, 59], [58, 62, 62, 64]]","[[(1, 58), (2, 65), (3, 69), (4, 71), (5, 72), (6, 74), (7, 73), (9, 66)], [(1, 58), (3, 62), (4, 59), (5, 55), (6, 60), (7, 64), (9, 65)], [(1, 58), (3, 57), (4, 55), (5, 71), (7, 67), (9, 69)], [(1, 58), (3, 70), (4, 69), (5, 67), (7, 69), (9, 66)], [(1, 58), (3, 62), (4, 64), (5, 67), (9, 69)], [(1, 58), (3, 70), (5, 74), (9, 62)], [(1, 58), (3, 70), (5, 67), (9, 55), (10, 59)], [(1, 58), (3, 62), (5, 62), (9, 64)]]",<music21.stream.Stream 0x1a344d9e610>
115,"[[1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12]]","[[62, 66, 67, 69, 70, 58, 60, 72, 71], [62, 67, 71, 55, 71, 69, 70, 69, 71], [62, 74, 74, 79, 81, 79, 76, 79], [62, 62, 67, 69, 71, 69, 71, 74, 76], [62, 64, 73, 76, 62, 67, 66, 64, 62], [62, 67, 69, 71, 72, 71, 72, 74, 76, 78], [62, 64, 65, 69, 81, 79, 76, 79, 82, 74, 69], [62, 66, 69, 72, 77, 74, 76, 72, 71]]","[[(1, 62), (2, 66), (3, 67), (4, 69), (5, 70), (7, 58), (9, 60), (11, 72), (12, 71)], [(1, 62), (2, 67), (3, 71), (5, 55), (7, 71), (8, 69), (9, 70), (11, 69), (12, 71)], [(1, 62), (3, 74), (5, 74), (7, 79), (8, 81), (9, 79), (11, 76), (12, 79)], [(1, 62), (3, 62), (4, 67), (5, 69), (7, 71), (8, 69), (9, 71), (11, 74), (12, 76)], [(1, 62), (2, 64), (3, 73), (4, 76), (5, 62), (7, 67), (9, 66), (11, 64), (12, 62)], [(1, 62), (2, 67), (3, 69), (4, 71), (5, 72), (7, 71), (8, 72), (9, 74), (11, 76), (12, 78)], [(1, 62), (2, 64), (3, 65), (4, 69), (5, 81), (6, 79), (7, 76), (8, 79), (9, 82), (11, 74), (12, 69)], [(1, 62), (3, 66), (5, 69), (6, 72), (7, 77), (8, 74), (9, 76), (11, 72), (12, 71)]]",<music21.stream.Stream 0x1a344d35880>
116,"[[1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11, 12]]","[[62, 66, 67, 69, 70, 58, 60, 72, 71], [62, 67, 71, 55, 71, 69, 70, 69, 71], [62, 74, 74, 79, 81, 79, 76, 79], [62, 62, 67, 69, 71, 69, 71, 74, 76], [62, 64, 73, 76, 62, 67, 66, 64, 62], [62, 67, 69, 71, 72, 71, 72, 74, 76, 78], [62, 64, 65, 69, 81, 79, 76, 79, 82, 74, 69], [62, 66, 69, 72, 77, 74, 76, 72, 71]]","[[(1, 62), (2, 66), (3, 67), (4, 69), (5, 70), (7, 58), (9, 60), (11, 72), (12, 71)], [(1, 62), (2, 67), (3, 71), (5, 55), (7, 71), (8, 69), (9, 70), (11, 69), (12, 71)], [(1, 62), (3, 74), (5, 74), (7, 79), (8, 81), (9, 79), (11, 76), (12, 79)], [(1, 62), (3, 62), (4, 67), (5, 69), (7, 71), (8, 69), (9, 71), (11, 74), (12, 76)], [(1, 62), (2, 64), (3, 73), (4, 76), (5, 62), (7, 67), (9, 66), (11, 64), (12, 62)], [(1, 62), (2, 67), (3, 69), (4, 71), (5, 72), (7, 71), (8, 72), (9, 74), (11, 76), (12, 78)], [(1, 62), (2, 64), (3, 65), (4, 69), (5, 81), (6, 79), (7, 76), (8, 79), (9, 82), (11, 74), (12, 69)], [(1, 62), (3, 66), (5, 69), (6, 72), (7, 77), (8, 74), (9, 76), (11, 72), (12, 71)]]",<music21.stream.Stream 0x1a344df4940>
117,"[[1, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 6, 7, 9, 10], [1, 4, 5, 6, 7, 8, 9, 10], [1, 5, 6, 7, 8, 9, 10], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[74, 72, 70, 74, 74], [74, 74, 72, 71, 76, 76], [74, 73, 74, 76, 78, 78, 81], [74, 72, 65, 69, 74, 73, 71, 69], [74, 72, 72, 75, 74, 73, 74, 75], [74, 74, 73, 74, 76, 74, 76], [74, 72, 69, 67, 71, 73, 74], [74, 77, 69, 67, 65, 70, 72, 73]]","[[(1, 74), (4, 72), (5, 70), (7, 74), (9, 74)], [(1, 74), (3, 74), (4, 72), (5, 71), (7, 76), (9, 76)], [(1, 74), (3, 73), (4, 74), (5, 76), (7, 78), (9, 78), (10, 81)], [(1, 74), (3, 72), (4, 65), (5, 69), (6, 74), (7, 73), (9, 71), (10, 69)], [(1, 74), (4, 72), (5, 72), (6, 75), (7, 74), (8, 73), (9, 74), (10, 75)], [(1, 74), (5, 74), (6, 73), (7, 74), (8, 76), (9, 74), (10, 76)], [(1, 74), (4, 72), (5, 69), (6, 67), (7, 71), (8, 73), (9, 74)], [(1, 74), (3, 77), (4, 69), (5, 67), (6, 65), (7, 70), (8, 72), (9, 73)]]",<music21.stream.Stream 0x1a344d50df0>
118,"[[1, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9]]","[[81, 79, 78, 81, 79, 81, 78], [81, 79, 74, 74, 76, 79, 76, 74], [81, 73, 71, 72, 71, 73, 69, 71], [81, 79, 78, 74, 75, 74, 76, 72, 69, 74, 72], [81, 79, 77, 76, 74, 76, 80, 81, 69], [81, 79, 78, 79, 77, 76, 74, 79], [81, 77, 79, 77, 79, 78, 76, 81], [81, 80, 81, 79, 74, 74, 73]]","[[(1, 81), (4, 79), (5, 78), (7, 81), (8, 79), (9, 81), (11, 78)], [(1, 81), (4, 79), (5, 74), (7, 74), (8, 76), (9, 79), (11, 76), (12, 74)], [(1, 81), (3, 73), (4, 71), (5, 72), (7, 71), (9, 73), (11, 69), (12, 71)], [(1, 81), (2, 79), (3, 78), (4, 74), (5, 75), (6, 74), (7, 76), (8, 72), (9, 69), (11, 74), (12, 72)], [(1, 81), (2, 79), (3, 77), (4, 76), (5, 74), (7, 76), (8, 80), (9, 81), (11, 69)], [(1, 81), (3, 79), (4, 78), (5, 79), (7, 77), (8, 76), (9, 74), (11, 79)], [(1, 81), (2, 77), (3, 79), (4, 77), (5, 79), (7, 78), (8, 76), (9, 81)], [(1, 81), (2, 80), (3, 81), (4, 79), (5, 74), (7, 74), (9, 73)]]",<music21.stream.Stream 0x1a344e70100>
119,"[[1, 5, 6, 7, 9], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 10, 11], [1, 2, 3, 5, 7, 9, 10, 11], [1, 2, 3, 5, 7, 9, 11, 12]]","[[76, 76, 78, 79, 79], [76, 74, 77, 79, 81, 79, 79], [76, 74, 73, 76, 79, 81, 81], [76, 72, 76, 73, 74, 72, 69, 69], [76, 72, 69, 70, 72, 74, 71, 71, 69], [76, 79, 78, 79, 81, 83, 55, 60, 58], [76, 78, 76, 77, 81, 79, 77, 79], [76, 78, 76, 69, 74, 74, 74, 65]]","[[(1, 76), (5, 76), (6, 78), (7, 79), (9, 79)], [(1, 76), (3, 74), (4, 77), (5, 79), (6, 81), (7, 79), (9, 79)], [(1, 76), (2, 74), (3, 73), (5, 76), (6, 79), (7, 81), (9, 81)], [(1, 76), (2, 72), (3, 76), (4, 73), (5, 74), (6, 72), (7, 69), (9, 69)], [(1, 76), (2, 72), (3, 69), (4, 70), (5, 72), (6, 74), (7, 71), (9, 71), (11, 69)], [(1, 76), (2, 79), (3, 78), (4, 79), (5, 81), (7, 83), (9, 55), (10, 60), (11, 58)], [(1, 76), (2, 78), (3, 76), (5, 77), (7, 81), (9, 79), (10, 77), (11, 79)], [(1, 76), (2, 78), (3, 76), (5, 69), (7, 74), (9, 74), (11, 74), (12, 65)]]",<music21.stream.Stream 0x1a344eee6d0>
120,"[[1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 10, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 4, 5, 7, 8, 9]]","[[69, 74, 76, 79, 78, 81, 78, 76, 79], [69, 71, 72, 71, 76, 74, 74, 78, 81], [69, 81, 79, 77, 76, 74, 72, 74, 70], [69, 67, 65, 65, 64, 64, 60], [69, 73, 74, 73, 74, 72, 72, 70, 69], [69, 71, 67, 71, 69, 72, 71], [69, 72, 71, 71, 69, 67, 67], [69, 74, 73, 74, 76, 77]]","[[(1, 69), (2, 74), (3, 76), (4, 79), (5, 78), (7, 81), (8, 78), (9, 76), (11, 79)], [(1, 69), (2, 71), (3, 72), (5, 71), (7, 76), (8, 74), (9, 74), (11, 78), (12, 81)], [(1, 69), (2, 81), (3, 79), (5, 77), (6, 76), (7, 74), (8, 72), (9, 74), (11, 70)], [(1, 69), (2, 67), (3, 65), (5, 65), (7, 64), (9, 64), (11, 60)], [(1, 69), (2, 73), (3, 74), (4, 73), (5, 74), (7, 72), (9, 72), (10, 70), (11, 69)], [(1, 69), (3, 71), (4, 67), (5, 71), (7, 69), (9, 72), (11, 71)], [(1, 69), (3, 72), (4, 71), (5, 71), (7, 69), (8, 67), (9, 67)], [(1, 69), (4, 74), (5, 73), (7, 74), (8, 76), (9, 77)]]",<music21.stream.Stream 0x1a344ddd9a0>
121,"[[1, 2, 3, 4, 5, 7, 8, 9, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9]]","[[63, 72, 69, 70, 74, 76, 79, 81, 78], [63, 62, 67, 66, 67, 62, 60, 57, 57, 55], [63, 67, 70, 69, 70, 68, 71, 73, 64], [63, 79, 76, 77, 79, 76, 74], [63, 72, 71, 74, 69, 67, 66, 67, 69], [63, 70, 77, 76, 76, 73, 72, 74, 75], [63, 63, 65, 69, 69, 65, 67], [63, 60, 60, 62, 67, 70]]","[[(1, 63), (2, 72), (3, 69), (4, 70), (5, 74), (7, 76), (8, 79), (9, 81), (12, 78)], [(1, 63), (2, 62), (3, 67), (4, 66), (5, 67), (7, 62), (8, 60), (9, 57), (11, 57), (12, 55)], [(1, 63), (2, 67), (3, 70), (4, 69), (5, 70), (6, 68), (7, 71), (8, 73), (9, 64)], [(1, 63), (3, 79), (5, 76), (6, 77), (7, 79), (8, 76), (9, 74)], [(1, 63), (2, 72), (3, 71), (4, 74), (5, 69), (6, 67), (7, 66), (8, 67), (9, 69)], [(1, 63), (2, 70), (3, 77), (4, 76), (5, 76), (6, 73), (7, 72), (8, 74), (9, 75)], [(1, 63), (3, 63), (4, 65), (5, 69), (7, 69), (8, 65), (9, 67)], [(1, 63), (3, 60), (5, 60), (7, 62), (8, 67), (9, 70)]]",<music21.stream.Stream 0x1a344f26460>
122,"[[1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9]]","[[82, 81, 78, 79, 81, 78, 80, 79, 83], [82, 81, 79, 81, 83, 81, 79, 81, 81], [82, 81, 83, 79, 78, 74, 72, 76], [82, 79, 70, 72, 71, 74, 74, 72, 71, 67], [82, 79, 74, 74, 70, 69, 71], [82, 79, 78, 79, 78, 80, 76], [82, 82, 79, 77, 81, 84, 74], [82, 81, 79, 78, 80, 81, 79]]","[[(1, 82), (2, 81), (3, 78), (4, 79), (5, 81), (6, 78), (7, 80), (9, 79), (11, 83)], [(1, 82), (2, 81), (3, 79), (5, 81), (6, 83), (7, 81), (8, 79), (9, 81), (11, 81)], [(1, 82), (3, 81), (5, 83), (6, 79), (7, 78), (8, 74), (9, 72), (11, 76)], [(1, 82), (3, 79), (4, 70), (5, 72), (6, 71), (7, 74), (8, 74), (9, 72), (11, 71), (12, 67)], [(1, 82), (3, 79), (4, 74), (5, 74), (7, 70), (8, 69), (9, 71)], [(1, 82), (3, 79), (4, 78), (5, 79), (7, 78), (8, 80), (9, 76)], [(1, 82), (3, 82), (4, 79), (5, 77), (7, 81), (9, 84), (11, 74)], [(1, 82), (3, 81), (4, 79), (5, 78), (6, 80), (7, 81), (9, 79)]]",<music21.stream.Stream 0x1a344ecd970>
123,"[[1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 10, 11], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12]]","[[69, 74, 76, 78, 79, 78, 79, 81, 78, 79], [69, 71, 73, 76, 71, 69, 69, 72, 79], [69, 67, 72, 74, 73, 71, 69, 69, 72, 70], [69, 73, 71, 73, 74, 71, 74, 81, 80, 78, 79], [69, 71, 73, 74, 76, 74, 76, 76, 74], [69, 74, 74, 76, 64, 67, 64], [69, 71, 73, 71, 76, 76, 74, 73, 69], [69, 67, 64, 67, 67, 62, 62, 60]]","[[(1, 69), (2, 74), (3, 76), (4, 78), (5, 79), (7, 78), (9, 79), (10, 81), (11, 78), (12, 79)], [(1, 69), (2, 71), (3, 73), (4, 76), (5, 71), (7, 69), (9, 69), (10, 72), (11, 79)], [(1, 69), (2, 67), (3, 72), (4, 74), (5, 73), (6, 71), (7, 69), (9, 69), (10, 72), (11, 70)], [(1, 69), (2, 73), (3, 71), (4, 73), (5, 74), (7, 71), (8, 74), (9, 81), (10, 80), (11, 78), (12, 79)], [(1, 69), (2, 71), (3, 73), (5, 74), (7, 76), (8, 74), (9, 76), (11, 76), (12, 74)], [(1, 69), (3, 74), (5, 74), (7, 76), (9, 64), (11, 67), (12, 64)], [(1, 69), (2, 71), (3, 73), (4, 71), (5, 76), (7, 76), (9, 74), (11, 73), (12, 69)], [(1, 69), (3, 67), (4, 64), (5, 67), (7, 67), (9, 62), (11, 62), (12, 60)]]",<music21.stream.Stream 0x1a344f89790>
124,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 5, 7, 9, 11, 12]]","[[73, 76, 75, 77, 84, 82, 81, 79], [73, 74, 73, 74, 76, 74, 78, 76, 74, 73, 71], [73, 74, 73, 71, 69, 71, 69, 67, 70, 69], [73, 69, 74, 71, 72, 74, 76, 74], [73, 74, 72, 71, 73, 74, 72], [73, 74, 75, 76, 74, 71, 67, 69, 66], [73, 74, 72, 71, 72, 70, 72, 70], [73, 71, 73, 74, 74, 72, 71, 69]]","[[(1, 73), (3, 76), (4, 75), (5, 77), (6, 84), (7, 82), (8, 81), (9, 79)], [(1, 73), (2, 74), (3, 73), (4, 74), (5, 76), (6, 74), (7, 78), (8, 76), (9, 74), (10, 73), (11, 71)], [(1, 73), (2, 74), (3, 73), (4, 71), (5, 69), (6, 71), (7, 69), (9, 67), (11, 70), (12, 69)], [(1, 73), (2, 69), (3, 74), (4, 71), (5, 72), (9, 74), (11, 76), (12, 74)], [(1, 73), (2, 74), (3, 72), (4, 71), (5, 73), (9, 74), (11, 72)], [(1, 73), (2, 74), (3, 75), (4, 76), (5, 74), (7, 71), (9, 67), (11, 69), (12, 66)], [(1, 73), (2, 74), (3, 72), (4, 71), (5, 72), (9, 70), (11, 72), (12, 70)], [(1, 73), (2, 71), (3, 73), (5, 74), (7, 74), (9, 72), (11, 71), (12, 69)]]",<music21.stream.Stream 0x1a344bbd070>
125,"[[1, 3, 5, 6, 7, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 6, 7, 9, 11, 12], [1, 3, 5, 6, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12]]","[[79, 77, 74, 73, 71, 74, 72, 74], [79, 81, 81, 77, 79, 63, 62, 64], [79, 78, 79, 76, 74, 77, 79, 72], [79, 80, 81, 81, 74, 71, 69], [79, 80, 83, 81, 79, 79, 81, 76], [79, 78, 79, 81, 80, 76, 74, 71, 72], [79, 83, 66, 69, 69, 72, 71], [79, 77, 79, 77, 84, 86, 84, 81, 82]]","[[(1, 79), (3, 77), (5, 74), (6, 73), (7, 71), (9, 74), (11, 72), (12, 74)], [(1, 79), (3, 81), (5, 81), (6, 77), (7, 79), (8, 63), (9, 62), (11, 64)], [(1, 79), (3, 78), (5, 79), (7, 76), (8, 74), (9, 77), (11, 79), (12, 72)], [(1, 79), (3, 80), (5, 81), (7, 81), (9, 74), (11, 71), (12, 69)], [(1, 79), (3, 80), (5, 83), (6, 81), (7, 79), (9, 79), (11, 81), (12, 76)], [(1, 79), (3, 78), (5, 79), (6, 81), (7, 80), (9, 76), (10, 74), (11, 71), (12, 72)], [(1, 79), (3, 83), (5, 66), (7, 69), (9, 69), (11, 72), (12, 71)], [(1, 79), (3, 77), (4, 79), (5, 77), (6, 84), (7, 86), (9, 84), (11, 81), (12, 82)]]",<music21.stream.Stream 0x1a34503bee0>
126,"[[1, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9]]","[[72, 72, 70, 74, 73, 71, 68, 64], [72, 72, 71, 69, 68, 71, 72, 70], [72, 76, 74, 76, 74, 75, 74, 71], [72, 74, 72, 69, 71, 72, 71, 74], [72, 74, 74, 78, 76, 79, 78], [72, 72, 71, 69, 69, 65, 69], [72, 72, 69, 72, 72], [72, 79, 83, 79, 82]]","[[(1, 72), (3, 72), (4, 70), (5, 74), (6, 73), (7, 71), (9, 68), (11, 64)], [(1, 72), (3, 72), (4, 71), (5, 69), (6, 68), (7, 71), (8, 72), (9, 70)], [(1, 72), (3, 76), (4, 74), (5, 76), (6, 74), (7, 75), (8, 74), (9, 71)], [(1, 72), (3, 74), (4, 72), (5, 69), (7, 71), (8, 72), (9, 71), (12, 74)], [(1, 72), (3, 74), (4, 74), (5, 78), (7, 76), (8, 79), (9, 78)], [(1, 72), (3, 72), (4, 71), (5, 69), (7, 69), (8, 65), (9, 69)], [(1, 72), (3, 72), (5, 69), (7, 72), (9, 72)], [(1, 72), (3, 79), (5, 83), (7, 79), (9, 82)]]",<music21.stream.Stream 0x1a344e543a0>
127,"[[1, 5, 9, 11], [1, 5, 9, 11, 12], [1, 5, 9, 11, 12], [1, 5, 9, 11], [1, 5, 9, 11], [1, 3, 5, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 9, 11]]","[[69, 69, 69, 74], [69, 74, 62, 74, 73], [69, 74, 62, 62, 64], [69, 77, 74, 72], [69, 69, 69, 76], [69, 74, 74, 72, 74], [69, 72, 71, 76, 77, 81], [69, 65, 65, 64, 79, 79, 74]]","[[(1, 69), (5, 69), (9, 69), (11, 74)], [(1, 69), (5, 74), (9, 62), (11, 74), (12, 73)], [(1, 69), (5, 74), (9, 62), (11, 62), (12, 64)], [(1, 69), (5, 77), (9, 74), (11, 72)], [(1, 69), (5, 69), (9, 69), (11, 76)], [(1, 69), (3, 74), (5, 74), (9, 72), (11, 74)], [(1, 69), (3, 72), (5, 71), (7, 76), (9, 77), (11, 81)], [(1, 69), (3, 65), (5, 65), (6, 64), (7, 79), (9, 79), (11, 74)]]",<music21.stream.Stream 0x1a34508aa60>
128,"[[1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 8, 9, 11, 12], [1, 3, 4, 5, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11]]","[[74, 72, 72, 82, 79, 77, 74, 71], [74, 79, 77, 72, 74, 69, 69, 67], [74, 75, 79, 77, 75, 74], [74, 62, 59, 55, 59, 62, 59, 55], [74, 79, 79, 76, 77, 75], [74, 79, 79, 78, 79, 77], [74, 79, 76, 77, 65, 62, 60], [74, 78, 76, 78, 76, 74, 72, 70, 69]]","[[(1, 74), (3, 72), (5, 72), (7, 82), (8, 79), (9, 77), (11, 74), (12, 71)], [(1, 74), (3, 79), (4, 77), (5, 72), (8, 74), (9, 69), (11, 69), (12, 67)], [(1, 74), (3, 75), (4, 79), (5, 77), (8, 75), (9, 74)], [(1, 74), (3, 62), (4, 59), (5, 55), (6, 59), (7, 62), (8, 59), (9, 55)], [(1, 74), (3, 79), (5, 79), (7, 76), (8, 77), (9, 75)], [(1, 74), (3, 79), (5, 79), (7, 78), (8, 79), (9, 77)], [(1, 74), (3, 79), (4, 76), (5, 77), (7, 65), (8, 62), (9, 60)], [(1, 74), (3, 78), (4, 76), (5, 78), (7, 76), (8, 74), (9, 72), (10, 70), (11, 69)]]",<music21.stream.Stream 0x1a3450d65b0>
129,"[[1, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[62, 74, 71, 72, 69, 71], [62, 64, 66, 67, 67, 55, 71], [62, 66, 69, 72, 71, 73, 69, 67], [62, 67, 71, 74, 74, 76, 78, 74], [62, 62, 71, 72, 72, 72, 70, 65], [62, 62, 58, 62, 62, 66, 67, 66], [62, 70, 69, 66, 67, 71, 64], [62, 62, 61, 62, 65, 69, 70]]","[[(1, 62), (3, 74), (4, 71), (5, 72), (9, 69), (11, 71)], [(1, 62), (2, 64), (3, 66), (4, 67), (5, 67), (9, 55), (11, 71)], [(1, 62), (2, 66), (3, 69), (4, 72), (5, 71), (9, 73), (11, 69), (12, 67)], [(1, 62), (2, 67), (3, 71), (4, 74), (5, 74), (7, 76), (9, 78), (11, 74)], [(1, 62), (3, 62), (4, 71), (5, 72), (7, 72), (9, 72), (10, 70), (11, 65)], [(1, 62), (3, 62), (4, 58), (5, 62), (7, 62), (8, 66), (9, 67), (10, 66)], [(1, 62), (3, 70), (4, 69), (5, 66), (7, 67), (8, 71), (9, 64)], [(1, 62), (3, 62), (4, 61), (5, 62), (7, 65), (8, 69), (9, 70)]]",<music21.stream.Stream 0x1a344fe1850>
130,"[[1, 2, 3, 5, 7, 8, 9, 10, 11, 12], [1, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5, 7, 9]]","[[72, 70, 69, 67, 71, 72, 74, 73, 71, 69], [72, 57, 72, 70, 72, 79, 77, 74], [72, 74, 73, 74, 72, 71, 72, 71, 72, 70], [72, 75, 72, 70, 74, 76, 78, 81, 79, 77, 79, 78], [72, 74, 72, 76, 65, 63, 62, 63, 62], [72, 71, 73, 74, 72, 70, 67], [72, 77, 74, 74, 69, 71, 69], [72, 71, 69, 67, 71, 71, 69]]","[[(1, 72), (2, 70), (3, 69), (5, 67), (7, 71), (8, 72), (9, 74), (10, 73), (11, 71), (12, 69)], [(1, 72), (5, 57), (7, 72), (8, 70), (9, 72), (10, 79), (11, 77), (12, 74)], [(1, 72), (3, 74), (4, 73), (5, 74), (7, 72), (8, 71), (9, 72), (10, 71), (11, 72), (12, 70)], [(1, 72), (2, 75), (3, 72), (4, 70), (5, 74), (6, 76), (7, 78), (8, 81), (9, 79), (10, 77), (11, 79), (12, 78)], [(1, 72), (2, 74), (3, 72), (4, 76), (5, 65), (6, 63), (7, 62), (8, 63), (9, 62)], [(1, 72), (2, 71), (3, 73), (4, 74), (5, 72), (7, 70), (9, 67)], [(1, 72), (3, 77), (4, 74), (5, 74), (7, 69), (9, 71), (12, 69)], [(1, 72), (2, 71), (3, 69), (4, 67), (5, 71), (7, 71), (9, 69)]]",<music21.stream.Stream 0x1a345144af0>
