,0,1,2,3,4,5,6,7
43,"[(2, 48.0), (3, 49.0), (5, 57.0), (6, 54.0), (8, 49.0), (10, 50.0), (11, 54.0), (12, 52.0)]","[(1, 51.0), (6, 53.0), (7, 55.0), (9, 51.0), (10, 53.0), (11, 54.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 62.0)]","[(2, 56.0), (4, 59.0), (8, 56.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
44,"[(2, 46.0), (3, 44.0), (5, 52.0), (6, 47.0), (8, 43.0), (10, 46.0), (11, 48.0), (12, 46.0)]","[(1, 49.0), (6, 51.0), (7, 52.0), (9, 45.0), (10, 50.0), (11, 51.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 62.0), (6, 55.0), (7, 56.0), (10, 61.0)]","[(2, 59.0), (4, 61.0), (8, 59.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 53.0), (11, 50.0)]"
45,"[(2, 48.0), (3, 49.0), (5, 57.0), (6, 49.0), (8, 47.0), (10, 47.0), (11, 53.0), (12, 53.0)]","[(1, 49.0), (6, 51.0), (7, 53.0), (9, 49.0), (10, 51.0), (11, 53.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 55.0), (4, 57.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 47.0)]"
46,"[(2, 63.0), (3, 66.0), (5, 67.0), (6, 69.0), (8, 61.0), (10, 64.0), (11, 65.0), (12, 67.0)]","[(1, 64.0), (6, 68.0), (7, 66.0), (9, 65.0), (10, 68.0), (11, 65.0)]","[(5, 58.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 59.0), (10, 62.0)]","[(2, 59.0), (4, 61.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 55.0), (11, 51.0)]"
47,"[(2, 26.0), (3, 21.0), (5, 39.0), (6, 27.0), (8, 24.0), (10, 29.0), (11, 29.0), (12, 25.0)]","[(1, 33.0), (6, 32.0), (7, 39.0), (9, 21.0), (10, 30.0), (11, 36.0)]","[(5, 57.0), (8, 58.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 58.0), (12, 59.0)]","[(1, 53.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 54.0), (10, 62.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 54.0), (11, 50.0)]"
48,"[(2, 35.0), (3, 34.0), (5, 46.0), (6, 39.0), (8, 33.0), (10, 34.0), (11, 35.0), (12, 36.0)]","[(1, 38.0), (6, 40.0), (7, 45.0), (9, 35.0), (10, 39.0), (11, 40.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 55.0), (7, 55.0), (10, 62.0)]","[(2, 59.0), (4, 60.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 52.0), (5, 55.0), (11, 53.0)]"
49,"[(2, 65.0), (3, 68.0), (5, 67.0), (6, 68.0), (8, 66.0), (10, 65.0), (11, 68.0), (12, 69.0)]","[(1, 67.0), (6, 70.0), (7, 66.0), (9, 69.0), (10, 70.0), (11, 66.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 62.0)]","[(2, 57.0), (4, 59.0), (8, 57.0), (9, 49.0)]","[(2, 60.0), (4, 51.0), (5, 51.0), (11, 48.0)]"
50,"[(2, 53.0), (3, 46.0), (5, 60.0), (6, 53.0), (8, 50.0), (10, 53.0), (11, 53.0), (12, 52.0)]","[(1, 51.0), (6, 53.0), (7, 58.0), (9, 50.0), (10, 55.0), (11, 59.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 54.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 49.0), (11, 45.0)]"
51,"[(2, 59.0), (3, 56.0), (5, 61.0), (6, 62.0), (8, 55.0), (10, 56.0), (11, 57.0), (12, 61.0)]","[(1, 56.0), (6, 61.0), (7, 61.0), (9, 59.0), (10, 62.0), (11, 59.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 55.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 53.0), (11, 48.0)]"
52,"[(2, 56.0), (3, 60.0), (5, 61.0), (6, 61.0), (8, 56.0), (10, 56.0), (11, 61.0), (12, 61.0)]","[(1, 60.0), (6, 62.0), (7, 59.0), (9, 59.0), (10, 62.0), (11, 58.0)]","[(5, 57.0), (8, 58.0)]","[(4, 58.0), (5, 58.0), (6, 63.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 52.0), (11, 48.0)]"
53,"[(2, 16.0), (3, 9.0), (5, 28.0), (6, 18.0), (8, 9.0), (10, 14.0), (11, 16.0), (12, 16.0)]","[(1, 20.0), (6, 20.0), (7, 29.0), (9, 10.0), (10, 16.0), (11, 26.0)]","[(5, 55.0), (8, 57.0)]","[(4, 54.0), (5, 54.0), (6, 60.0), (8, 56.0), (12, 58.0)]","[(1, 51.0), (2, 54.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 51.0), (10, 61.0)]","[(2, 58.0), (4, 61.0), (8, 60.0), (9, 48.0)]","[(2, 61.0), (4, 53.0), (5, 55.0), (11, 51.0)]"
54,"[(2, 60.0), (3, 63.0), (5, 65.0), (6, 64.0), (8, 59.0), (10, 61.0), (11, 64.0), (12, 64.0)]","[(1, 63.0), (6, 66.0), (7, 64.0), (9, 63.0), (10, 66.0), (11, 63.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 60.0)]","[(2, 56.0), (4, 60.0), (8, 57.0), (9, 47.0)]","[(2, 60.0), (4, 51.0), (5, 52.0), (11, 47.0)]"
55,"[(2, 56.0), (3, 53.0), (5, 60.0), (6, 57.0), (8, 55.0), (10, 54.0), (11, 57.0), (12, 59.0)]","[(1, 54.0), (6, 58.0), (7, 58.0), (9, 56.0), (10, 58.0), (11, 58.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 50.0), (5, 51.0), (11, 47.0)]"
56,"[(2, 64.0), (3, 65.0), (5, 70.0), (6, 69.0), (8, 63.0), (10, 65.0), (11, 66.0), (12, 68.0)]","[(1, 65.0), (6, 68.0), (7, 68.0), (9, 64.0), (10, 69.0), (11, 66.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 61.0)]","[(2, 57.0), (4, 60.0), (8, 57.0), (9, 49.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 48.0)]"
57,"[(2, 76.0), (3, 74.0), (5, 79.0), (6, 78.0), (8, 78.0), (10, 76.0), (11, 80.0), (12, 79.0)]","[(1, 72.0), (6, 76.0), (7, 73.0), (9, 78.0), (10, 82.0), (11, 75.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 56.0), (7, 57.0), (10, 60.0)]","[(2, 57.0), (4, 59.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
58,"[(2, 65.0), (3, 67.0), (5, 69.0), (6, 68.0), (8, 66.0), (10, 63.0), (11, 70.0), (12, 68.0)]","[(1, 64.0), (6, 66.0), (7, 67.0), (9, 69.0), (10, 68.0), (11, 69.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 46.0)]"
59,"[(2, 38.0), (3, 35.0), (5, 46.0), (6, 40.0), (8, 30.0), (10, 36.0), (11, 35.0), (12, 38.0)]","[(1, 38.0), (6, 42.0), (7, 47.0), (9, 35.0), (10, 39.0), (11, 44.0)]","[(5, 54.0), (8, 57.0)]","[(4, 54.0), (5, 53.0), (6, 60.0), (8, 55.0), (12, 56.0)]","[(1, 52.0), (2, 53.0), (4, 62.0), (5, 62.0)]","[(1, 60.0), (6, 55.0), (7, 52.0), (10, 59.0)]","[(2, 57.0), (4, 61.0), (8, 59.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 54.0), (11, 49.0)]"
60,"[(2, 38.0), (3, 38.0), (5, 49.0), (6, 43.0), (8, 35.0), (10, 37.0), (11, 40.0), (12, 42.0)]","[(1, 40.0), (6, 44.0), (7, 47.0), (9, 38.0), (10, 42.0), (11, 44.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 53.0), (5, 56.0), (11, 52.0)]"
61,"[(2, 54.0), (3, 55.0), (5, 62.0), (6, 60.0), (8, 54.0), (10, 58.0), (11, 58.0), (12, 58.0)]","[(1, 58.0), (6, 59.0), (7, 60.0), (9, 53.0), (10, 62.0), (11, 56.0)]","[(5, 56.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 61.0), (8, 56.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 52.0), (11, 46.0)]"
62,"[(2, 47.0), (3, 45.0), (5, 54.0), (6, 51.0), (8, 43.0), (10, 48.0), (11, 48.0), (12, 48.0)]","[(1, 49.0), (6, 52.0), (7, 54.0), (9, 45.0), (10, 52.0), (11, 51.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 55.0), (9, 42.0)]","[(2, 56.0), (4, 47.0), (5, 51.0), (11, 44.0)]"
63,"[(2, 51.0), (3, 53.0), (5, 59.0), (6, 55.0), (8, 49.0), (10, 54.0), (11, 51.0), (12, 54.0)]","[(1, 53.0), (6, 57.0), (7, 60.0), (9, 54.0), (10, 56.0), (11, 55.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 57.0), (10, 62.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 45.0)]","[(2, 59.0), (4, 50.0), (5, 52.0), (11, 47.0)]"
64,"[(2, 54.0), (3, 48.0), (5, 57.0), (6, 52.0), (8, 53.0), (10, 56.0), (11, 57.0), (12, 53.0)]","[(1, 57.0), (6, 55.0), (7, 55.0), (9, 48.0), (10, 59.0), (11, 58.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 59.0), (4, 60.0), (8, 58.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 53.0), (11, 50.0)]"
65,"[(2, 67.0), (3, 65.0), (5, 73.0), (6, 71.0), (8, 67.0), (10, 70.0), (11, 71.0), (12, 70.0)]","[(1, 66.0), (6, 71.0), (7, 71.0), (9, 68.0), (10, 75.0), (11, 70.0)]","[(5, 57.0), (8, 57.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 61.0)]","[(2, 54.0), (4, 56.0), (8, 55.0), (9, 45.0)]","[(2, 57.0), (4, 49.0), (5, 49.0), (11, 45.0)]"
66,"[(2, 31.0), (3, 31.0), (5, 43.0), (6, 35.0), (8, 29.0), (10, 35.0), (11, 36.0), (12, 34.0)]","[(1, 39.0), (6, 39.0), (7, 43.0), (9, 31.0), (10, 38.0), (11, 40.0)]","[(5, 57.0), (8, 58.0)]","[(4, 56.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 55.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 61.0), (9, 50.0)]","[(2, 63.0), (4, 54.0), (5, 56.0), (11, 53.0)]"
67,"[(2, 39.0), (3, 37.0), (5, 48.0), (6, 40.0), (8, 38.0), (10, 38.0), (11, 42.0), (12, 38.0)]","[(1, 44.0), (6, 44.0), (7, 48.0), (9, 38.0), (10, 40.0), (11, 48.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 58.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 64.0), (6, 56.0), (7, 56.0), (10, 63.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 54.0), (11, 49.0)]"
68,"[(2, 72.0), (3, 78.0), (5, 76.0), (6, 79.0), (8, 77.0), (10, 74.0), (11, 81.0), (12, 80.0)]","[(1, 74.0), (6, 78.0), (7, 74.0), (9, 78.0), (10, 78.0), (11, 76.0)]","[(5, 57.0), (8, 56.0)]","[(4, 58.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 59.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 60.0), (10, 61.0)]","[(2, 58.0), (4, 59.0), (8, 58.0), (9, 50.0)]","[(2, 61.0), (4, 52.0), (5, 52.0), (11, 50.0)]"
69,"[(2, 31.0), (3, 24.0), (5, 43.0), (6, 32.0), (8, 25.0), (10, 28.0), (11, 31.0), (12, 31.0)]","[(1, 31.0), (6, 34.0), (7, 40.0), (9, 26.0), (10, 30.0), (11, 41.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 51.0)]"
70,"[(2, 41.0), (3, 37.0), (5, 52.0), (6, 43.0), (8, 38.0), (10, 39.0), (11, 44.0), (12, 44.0)]","[(1, 42.0), (6, 45.0), (7, 48.0), (9, 37.0), (10, 44.0), (11, 51.0)]","[(5, 56.0), (8, 57.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 62.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 54.0), (10, 61.0)]","[(2, 54.0), (4, 57.0), (8, 55.0), (9, 45.0)]","[(2, 58.0), (4, 49.0), (5, 51.0), (11, 46.0)]"
71,"[(2, 51.0), (3, 52.0), (5, 59.0), (6, 53.0), (8, 49.0), (10, 51.0), (11, 54.0), (12, 54.0)]","[(1, 55.0), (6, 57.0), (7, 56.0), (9, 51.0), (10, 55.0), (11, 57.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 58.0), (10, 62.0)]","[(2, 56.0), (4, 58.0), (8, 57.0), (9, 46.0)]","[(2, 59.0), (4, 50.0), (5, 53.0), (11, 49.0)]"
72,"[(5, 20.0)]","[(1, 13.0), (6, 11.0), (7, 20.0), (11, 19.0)]","[(5, 55.0), (8, 59.0)]","[(4, 54.0), (5, 53.0), (6, 61.0), (8, 57.0), (12, 58.0)]","[(1, 52.0), (2, 54.0), (4, 63.0), (5, 63.0)]","[(1, 62.0), (6, 56.0), (7, 50.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 59.0), (9, 44.0)]","[(2, 58.0), (4, 49.0), (5, 55.0), (11, 51.0)]"
73,"[(2, 51.0), (3, 49.0), (5, 57.0), (6, 54.0), (8, 47.0), (10, 52.0), (11, 52.0), (12, 52.0)]","[(1, 54.0), (6, 56.0), (7, 56.0), (9, 50.0), (10, 56.0), (11, 54.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 62.0)]","[(2, 58.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 61.0), (4, 53.0), (5, 53.0), (11, 49.0)]"
74,"[(2, 18.0), (3, 13.0), (5, 36.0), (6, 20.0), (8, 19.0), (10, 20.0), (11, 22.0), (12, 17.0)]","[(1, 26.0), (6, 24.0), (7, 32.0), (9, 9.0), (10, 22.0), (11, 31.0)]","[(5, 54.0), (8, 57.0)]","[(4, 53.0), (5, 52.0), (6, 59.0), (8, 55.0), (12, 56.0)]","[(1, 51.0), (2, 52.0), (4, 61.0), (5, 62.0)]","[(1, 61.0), (6, 55.0), (7, 50.0), (10, 59.0)]","[(2, 57.0), (4, 61.0), (8, 58.0), (9, 47.0)]","[(2, 61.0), (4, 52.0), (5, 54.0), (11, 50.0)]"
75,"[(2, 59.0), (3, 56.0), (5, 61.0), (6, 58.0), (8, 60.0), (10, 59.0), (11, 63.0), (12, 60.0)]","[(1, 59.0), (6, 61.0), (7, 60.0), (9, 57.0), (10, 62.0), (11, 63.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 56.0), (4, 58.0), (8, 56.0), (9, 47.0)]","[(2, 59.0), (4, 50.0), (5, 51.0), (11, 47.0)]"
76,"[(2, 28.0), (3, 25.0), (5, 38.0), (6, 30.0), (8, 21.0), (10, 27.0), (11, 29.0), (12, 29.0)]","[(1, 34.0), (6, 34.0), (7, 39.0), (9, 25.0), (10, 29.0), (11, 37.0)]","[(5, 56.0), (8, 58.0)]","[(4, 55.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 58.0)]","[(1, 53.0), (2, 55.0), (4, 63.0), (5, 62.0)]","[(1, 62.0), (6, 56.0), (7, 53.0), (10, 61.0)]","[(2, 58.0), (4, 61.0), (8, 59.0), (9, 49.0)]","[(2, 61.0), (4, 52.0), (5, 55.0), (11, 51.0)]"
77,"[(2, 75.0), (3, 72.0), (5, 74.0), (6, 76.0), (8, 77.0), (10, 75.0), (11, 78.0), (12, 77.0)]","[(1, 74.0), (6, 76.0), (7, 71.0), (9, 74.0), (10, 80.0), (11, 74.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 56.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 53.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 61.0), (6, 55.0), (7, 57.0), (10, 60.0)]","[(2, 57.0), (4, 59.0), (8, 58.0), (9, 46.0)]","[(2, 60.0), (4, 51.0), (5, 53.0), (11, 49.0)]"
78,"[(2, 64.0), (3, 61.0), (5, 70.0), (6, 66.0), (8, 66.0), (10, 66.0), (11, 70.0), (12, 64.0)]","[(1, 65.0), (6, 65.0), (7, 67.0), (9, 63.0), (10, 70.0), (11, 69.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 56.0), (12, 60.0)]","[(1, 55.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 55.0), (7, 59.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 45.0)]","[(2, 58.0), (4, 50.0), (5, 51.0), (11, 46.0)]"
79,"[(2, 62.0), (3, 65.0), (5, 70.0), (6, 69.0), (8, 63.0), (10, 63.0), (11, 66.0), (12, 69.0)]","[(1, 61.0), (6, 67.0), (7, 67.0), (9, 65.0), (10, 67.0), (11, 68.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 55.0), (12, 58.0)]","[(1, 53.0), (2, 56.0), (4, 63.0), (5, 62.0)]","[(1, 61.0), (6, 56.0), (7, 56.0), (10, 60.0)]","[(2, 57.0), (4, 60.0), (8, 58.0), (9, 48.0)]","[(2, 60.0), (4, 52.0), (5, 52.0), (11, 47.0)]"
80,"[(2, 35.0), (3, 33.0), (5, 47.0), (6, 38.0), (8, 34.0), (10, 37.0), (11, 41.0), (12, 39.0)]","[(1, 40.0), (6, 40.0), (7, 45.0), (9, 32.0), (10, 41.0), (11, 45.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 57.0), (4, 65.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 56.0), (10, 62.0)]","[(2, 59.0), (4, 62.0), (8, 60.0), (9, 50.0)]","[(2, 62.0), (4, 54.0), (5, 56.0), (11, 52.0)]"
81,"[(2, 42.0), (3, 43.0), (5, 52.0), (6, 48.0), (8, 41.0), (10, 45.0), (11, 45.0), (12, 45.0)]","[(1, 46.0), (6, 49.0), (7, 52.0), (9, 43.0), (10, 48.0), (11, 49.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 56.0), (10, 61.0)]","[(2, 55.0), (4, 58.0), (8, 56.0), (9, 43.0)]","[(2, 58.0), (4, 49.0), (5, 53.0), (11, 47.0)]"
82,"[(2, 48.0), (3, 43.0), (5, 56.0), (6, 51.0), (8, 44.0), (10, 48.0), (11, 50.0), (12, 49.0)]","[(1, 51.0), (6, 51.0), (7, 53.0), (9, 44.0), (10, 54.0), (11, 53.0)]","[(5, 57.0), (8, 58.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 62.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 53.0), (4, 56.0), (8, 55.0), (9, 42.0)]","[(2, 56.0), (4, 47.0), (5, 51.0), (11, 44.0)]"
83,"[(2, 42.0), (3, 39.0), (5, 50.0), (6, 46.0), (8, 36.0), (10, 41.0), (11, 40.0), (12, 44.0)]","[(1, 42.0), (6, 46.0), (7, 49.0), (9, 39.0), (10, 44.0), (11, 46.0)]","[(5, 56.0), (8, 57.0)]","[(4, 56.0), (5, 55.0), (6, 61.0), (8, 57.0), (12, 59.0)]","[(1, 54.0), (2, 56.0), (4, 63.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 55.0), (10, 61.0)]","[(2, 56.0), (4, 59.0), (8, 57.0), (9, 45.0)]","[(2, 60.0), (4, 50.0), (5, 53.0), (11, 48.0)]"
84,"[(2, 52.0), (3, 49.0), (5, 57.0), (6, 51.0), (8, 50.0), (10, 51.0), (11, 56.0), (12, 53.0)]","[(1, 55.0), (6, 53.0), (7, 53.0), (9, 49.0), (10, 54.0), (11, 57.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 56.0), (6, 62.0), (8, 56.0), (12, 59.0)]","[(1, 54.0), (2, 57.0), (4, 64.0), (5, 61.0)]","[(1, 62.0), (6, 55.0), (7, 57.0), (10, 61.0)]","[(2, 59.0), (4, 60.0), (8, 59.0), (9, 50.0)]","[(2, 60.0), (4, 53.0), (5, 53.0), (11, 50.0)]"
85,"[(2, 57.0), (3, 54.0), (5, 61.0), (6, 59.0), (8, 55.0), (10, 57.0), (11, 57.0), (12, 58.0)]","[(1, 58.0), (6, 61.0), (7, 61.0), (9, 55.0), (10, 62.0), (11, 59.0)]","[(5, 57.0), (8, 57.0)]","[(4, 57.0), (5, 57.0), (6, 62.0), (8, 57.0), (12, 60.0)]","[(1, 54.0), (2, 58.0), (4, 64.0), (5, 61.0)]","[(1, 63.0), (6, 56.0), (7, 57.0), (10, 61.0)]","[(2, 54.0), (4, 56.0), (8, 55.0), (9, 45.0)]","[(2, 57.0), (4, 49.0), (5, 50.0), (11, 45.0)]"
