Unnamed: 0,beat,pitch,beat_pitch,midi
61,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9, 12], [1, 3, 4, 5, 9], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[76, 77, 79, 79, 76, 77, 77, 81, 78], [76, 78, 80, 79, 76, 72, 71], [76, 72, 70, 67, 55], [76, 77, 72, 74, 62, 72], [76, 77, 79, 74, 72], [76, 72, 76, 74, 62], [76, 78, 76, 77, 74, 62], [76, 78, 76, 77, 75, 79, 83, 84]]","[[(1, 76), (3, 77), (4, 79), (5, 79), (7, 76), (8, 77), (9, 77), (11, 81), (12, 78)], [(1, 76), (3, 78), (4, 80), (5, 79), (7, 76), (8, 72), (9, 71)], [(1, 76), (3, 72), (4, 70), (5, 67), (9, 55)], [(1, 76), (3, 77), (4, 72), (5, 74), (9, 62), (12, 72)], [(1, 76), (3, 77), (4, 79), (5, 74), (9, 72)], [(1, 76), (3, 72), (4, 76), (5, 74), (9, 62)], [(1, 76), (2, 78), (3, 76), (4, 77), (5, 74), (9, 62)], [(1, 76), (2, 78), (3, 76), (4, 77), (5, 75), (7, 79), (8, 83), (9, 84)]]",markov_midis\markov_song_61.mid
62,"[[1, 2, 3, 5, 7, 9], [1, 2, 3, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[71, 74, 73, 69, 79, 83], [71, 72, 70, 69, 69, 72, 72], [71, 72, 70, 69, 71, 69, 71, 71, 71], [71, 67, 71, 74, 72, 71, 74, 72], [71, 71, 73, 74, 71, 69], [71, 69, 66, 67, 72, 71, 72, 71], [71, 67, 69, 69, 67, 66, 67, 71], [71, 71, 69, 70, 72, 74, 73, 74]]","[[(1, 71), (2, 74), (3, 73), (5, 69), (7, 79), (9, 83)], [(1, 71), (2, 72), (3, 70), (5, 69), (7, 69), (8, 72), (9, 72)], [(1, 71), (2, 72), (3, 70), (4, 69), (5, 71), (7, 69), (8, 71), (9, 71), (11, 71)], [(1, 71), (2, 67), (3, 71), (4, 74), (5, 72), (7, 71), (8, 74), (9, 72)], [(1, 71), (3, 71), (4, 73), (5, 74), (7, 71), (9, 69)], [(1, 71), (3, 69), (4, 66), (5, 67), (6, 72), (7, 71), (8, 72), (9, 71)], [(1, 71), (3, 67), (4, 69), (5, 69), (6, 67), (7, 66), (8, 67), (9, 71)], [(1, 71), (2, 71), (3, 69), (4, 70), (5, 72), (7, 74), (8, 73), (9, 74)]]",markov_midis\markov_song_62.mid
63,"[[1, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9]]","[[74, 72, 69, 74, 78, 79, 76], [74, 76, 73, 77, 79, 77, 79, 78, 74], [74, 76, 72, 70, 69, 72, 70, 72], [74, 71, 72, 74, 72, 72], [74, 71, 72, 69, 69, 70, 69], [74, 76, 77, 76, 73, 73], [74, 71, 72, 69, 69, 70, 72], [74, 75, 74, 75, 74, 79]]","[[(1, 74), (4, 72), (5, 69), (7, 74), (8, 78), (9, 79), (11, 76)], [(1, 74), (3, 76), (4, 73), (5, 77), (7, 79), (8, 77), (9, 79), (11, 78), (12, 74)], [(1, 74), (3, 76), (4, 72), (5, 70), (7, 69), (8, 72), (9, 70), (11, 72)], [(1, 74), (4, 71), (5, 72), (7, 74), (8, 72), (9, 72)], [(1, 74), (3, 71), (4, 72), (5, 69), (7, 69), (8, 70), (9, 69)], [(1, 74), (3, 76), (4, 77), (5, 76), (7, 73), (9, 73)], [(1, 74), (3, 71), (4, 72), (5, 69), (7, 69), (8, 70), (9, 72)], [(1, 74), (3, 75), (4, 74), (5, 75), (7, 74), (9, 79)]]",markov_midis\markov_song_63.mid
64,"[[1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [1, 2, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11]]","[[78, 79, 81, 82, 75, 72, 71, 69, 67], [78, 79, 77, 76, 72, 71, 72, 67, 64], [78, 81, 82, 79, 79, 72, 74, 74, 70], [78, 76, 73, 71, 69, 74, 79, 77, 81], [78, 79, 76, 79, 81, 79, 76, 74, 72, 70], [78, 81, 77, 77, 77, 77, 74, 76], [78, 76, 72, 71, 71, 69, 72, 71], [78, 79, 77, 75, 76, 77, 76, 74, 72, 70]]","[[(1, 78), (3, 79), (4, 81), (5, 82), (6, 75), (7, 72), (8, 71), (9, 69), (11, 67)], [(1, 78), (3, 79), (4, 77), (5, 76), (7, 72), (8, 71), (9, 72), (11, 67), (12, 64)], [(1, 78), (2, 81), (3, 82), (4, 79), (5, 79), (8, 72), (9, 74), (11, 74), (12, 70)], [(1, 78), (2, 76), (3, 73), (4, 71), (5, 69), (7, 74), (8, 79), (9, 77), (11, 81)], [(1, 78), (2, 79), (3, 76), (4, 79), (5, 81), (7, 79), (8, 76), (9, 74), (10, 72), (11, 70)], [(1, 78), (2, 81), (3, 77), (5, 77), (7, 77), (8, 77), (9, 74), (11, 76)], [(1, 78), (2, 76), (3, 72), (4, 71), (5, 71), (7, 69), (8, 72), (9, 71)], [(1, 78), (2, 79), (3, 77), (4, 75), (5, 76), (6, 77), (7, 76), (8, 74), (9, 72), (11, 70)]]",markov_midis\markov_song_64.mid
65,"[[1, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11]]","[[74, 72, 69, 67, 69, 79, 83], [74, 69, 66, 67, 55, 71, 69], [74, 79, 77, 79, 77, 74, 69], [74, 62, 67, 65, 74, 81, 79], [74, 72, 72, 71, 69, 69], [74, 76, 76, 76, 76], [74, 76, 81, 76, 74, 72], [74, 73, 74, 69, 70, 74, 72]]","[[(1, 74), (4, 72), (5, 69), (7, 67), (9, 69), (11, 79), (12, 83)], [(1, 74), (3, 69), (4, 66), (5, 67), (9, 55), (11, 71), (12, 69)], [(1, 74), (3, 79), (4, 77), (5, 79), (9, 77), (11, 74), (12, 69)], [(1, 74), (3, 62), (4, 67), (5, 65), (7, 74), (9, 81), (11, 79)], [(1, 74), (3, 72), (5, 72), (7, 71), (9, 69), (11, 69)], [(1, 74), (3, 76), (5, 76), (7, 76), (9, 76)], [(1, 74), (3, 76), (5, 81), (7, 76), (8, 74), (9, 72)], [(1, 74), (3, 73), (5, 74), (7, 69), (8, 70), (9, 74), (11, 72)]]",markov_midis\markov_song_65.mid
66,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9]]","[[76, 74, 76, 77, 74, 72, 71, 74, 72, 71, 74], [76, 74, 78, 74, 72, 69, 71, 67, 74, 76, 74], [76, 76, 73, 74, 79, 78, 69, 69, 71], [76, 74, 76, 74, 72, 76, 72, 71, 67], [76, 73, 71, 72, 71, 72, 71], [76, 76, 74, 79, 75, 79, 81], [76, 74, 72, 72, 76, 72, 76], [76, 78, 81, 79, 78, 74]]","[[(1, 76), (2, 74), (3, 76), (4, 77), (5, 74), (6, 72), (7, 71), (8, 74), (9, 72), (11, 71), (12, 74)], [(1, 76), (2, 74), (3, 78), (4, 74), (5, 72), (6, 69), (7, 71), (8, 67), (9, 74), (11, 76), (12, 74)], [(1, 76), (3, 76), (4, 73), (5, 74), (7, 79), (8, 78), (9, 69), (11, 69), (12, 71)], [(1, 76), (2, 74), (3, 76), (4, 74), (5, 72), (7, 76), (8, 72), (9, 71), (11, 67)], [(1, 76), (3, 73), (4, 71), (5, 72), (7, 71), (8, 72), (9, 71)], [(1, 76), (3, 76), (4, 74), (5, 79), (7, 75), (8, 79), (9, 81)], [(1, 76), (3, 74), (4, 72), (5, 72), (7, 76), (8, 72), (9, 76)], [(1, 76), (3, 78), (4, 81), (5, 79), (7, 78), (9, 74)]]",markov_midis\markov_song_66.mid
67,"[[1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12]]","[[73, 74, 79, 79, 75, 84], [73, 76, 79, 79, 76, 72, 74], [73, 74, 69, 67, 65, 70], [73, 76, 77, 77, 79, 81], [73, 76, 73, 74, 76, 74, 72], [73, 73, 74, 76, 78, 76, 74, 73], [73, 73, 74, 73, 74, 77, 76, 74], [73, 71, 72, 74, 72, 76, 74, 76, 74, 77]]","[[(1, 73), (3, 74), (4, 79), (5, 79), (7, 75), (9, 84)], [(1, 73), (3, 76), (4, 79), (5, 79), (7, 76), (8, 72), (9, 74)], [(1, 73), (3, 74), (5, 69), (7, 67), (8, 65), (9, 70)], [(1, 73), (3, 76), (5, 77), (7, 77), (8, 79), (9, 81)], [(1, 73), (3, 76), (5, 73), (6, 74), (7, 76), (8, 74), (9, 72)], [(1, 73), (3, 73), (5, 74), (6, 76), (7, 78), (8, 76), (9, 74), (11, 73)], [(1, 73), (3, 73), (5, 74), (6, 73), (7, 74), (8, 77), (9, 76), (11, 74)], [(1, 73), (3, 71), (5, 72), (6, 74), (7, 72), (8, 76), (9, 74), (10, 76), (11, 74), (12, 77)]]",markov_midis\markov_song_67.mid
68,"[[1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 10], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9]]","[[79, 76, 77, 77, 76, 77, 79, 74, 74], [79, 78, 72, 70, 77, 74, 74, 73, 71], [79, 78, 81, 83, 81, 79, 78, 79, 79], [79, 77, 79, 72, 82, 81, 79, 81, 79], [79, 77, 79, 81, 81, 79, 81], [79, 77, 70, 72, 72, 69, 68, 68, 67], [79, 78, 76, 77, 74, 72, 71], [79, 75, 74, 76, 73, 74]]","[[(1, 79), (3, 76), (4, 77), (5, 77), (6, 76), (7, 77), (8, 79), (9, 74), (11, 74)], [(1, 79), (3, 78), (5, 72), (6, 70), (7, 77), (8, 74), (9, 74), (11, 73), (12, 71)], [(1, 79), (2, 78), (3, 81), (5, 83), (6, 81), (7, 79), (8, 78), (9, 79), (11, 79)], [(1, 79), (2, 77), (3, 79), (4, 72), (5, 82), (6, 81), (7, 79), (8, 81), (9, 79)], [(1, 79), (3, 77), (4, 79), (5, 81), (7, 81), (8, 79), (9, 81)], [(1, 79), (2, 77), (3, 70), (4, 72), (5, 72), (7, 69), (8, 68), (9, 68), (10, 67)], [(1, 79), (3, 78), (4, 76), (5, 77), (7, 74), (8, 72), (9, 71)], [(1, 79), (3, 75), (4, 74), (5, 76), (7, 73), (9, 74)]]",markov_midis\markov_song_68.mid
69,"[[1, 2, 3, 5, 7, 9], [1, 2, 3, 4, 5, 7, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 5, 7, 8, 9, 10], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9]]","[[72, 74, 71, 72, 69, 69], [72, 71, 69, 73, 74, 73, 71, 73], [72, 74, 72, 76, 76, 77, 76, 74, 74, 73], [72, 71, 69, 65, 69, 65, 64, 71], [72, 69, 79, 78, 79, 77, 74, 72], [72, 71, 67, 62, 63, 62], [72, 70, 74, 69, 67, 79], [72, 70, 72, 76, 74, 72, 71, 72]]","[[(1, 72), (2, 74), (3, 71), (5, 72), (7, 69), (9, 69)], [(1, 72), (2, 71), (3, 69), (4, 73), (5, 74), (7, 73), (9, 71), (10, 73)], [(1, 72), (2, 74), (3, 72), (4, 76), (5, 76), (6, 77), (7, 76), (8, 74), (9, 74), (10, 73)], [(1, 72), (2, 71), (3, 69), (5, 65), (7, 69), (8, 65), (9, 64), (10, 71)], [(1, 72), (2, 69), (3, 79), (4, 78), (5, 79), (7, 77), (8, 74), (9, 72)], [(1, 72), (2, 71), (3, 67), (4, 62), (5, 63), (9, 62)], [(1, 72), (2, 70), (3, 74), (4, 69), (5, 67), (9, 79)], [(1, 72), (2, 70), (3, 72), (4, 76), (5, 74), (7, 72), (8, 71), (9, 72)]]",markov_midis\markov_song_69.mid
70,"[[1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9]]","[[71, 74, 77, 79, 76, 74, 72, 55], [71, 69, 70, 72, 76, 73, 74, 83], [71, 64, 62, 61, 62, 61, 69, 72], [71, 74, 76, 79, 83, 79, 78, 76, 72, 71], [71, 69, 71, 72, 71, 69, 72, 74, 77, 81], [71, 72, 71, 69, 79, 79, 79, 81, 79], [71, 67, 71, 72, 71, 69, 72, 74, 72], [71, 74, 72, 69, 67, 70, 69]]","[[(1, 71), (3, 74), (4, 77), (5, 79), (7, 76), (9, 74), (11, 72), (12, 55)], [(1, 71), (3, 69), (4, 70), (5, 72), (7, 76), (8, 73), (9, 74), (11, 83)], [(1, 71), (3, 64), (4, 62), (5, 61), (6, 62), (7, 61), (8, 69), (9, 72)], [(1, 71), (2, 74), (3, 76), (4, 79), (5, 83), (6, 79), (7, 78), (8, 76), (9, 72), (11, 71)], [(1, 71), (3, 69), (4, 71), (5, 72), (6, 71), (7, 69), (8, 72), (9, 74), (11, 77), (12, 81)], [(1, 71), (2, 72), (3, 71), (4, 69), (5, 79), (7, 79), (9, 79), (11, 81), (12, 79)], [(1, 71), (3, 67), (4, 71), (5, 72), (7, 71), (8, 69), (9, 72), (11, 74), (12, 72)], [(1, 71), (3, 74), (4, 72), (5, 69), (7, 67), (8, 70), (9, 69)]]",markov_midis\markov_song_70.mid
71,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9], [1, 2, 3, 4, 5, 7, 9]]","[[77, 76, 78, 79, 83, 81, 82, 77], [77, 74, 76, 73, 73, 69], [77, 79, 83, 81, 83, 81, 79, 78], [77, 79, 81, 79, 76, 77, 75, 74, 72], [77, 77, 79, 81, 79, 76, 74, 74, 75], [77, 76, 74, 78, 74, 74, 72], [77, 79, 83, 81, 79, 81, 79], [77, 76, 74, 76, 76, 79, 77]]","[[(1, 77), (3, 76), (4, 78), (5, 79), (7, 83), (8, 81), (9, 82), (11, 77)], [(1, 77), (4, 74), (5, 76), (7, 73), (9, 73), (11, 69)], [(1, 77), (3, 79), (4, 83), (5, 81), (7, 83), (9, 81), (11, 79), (12, 78)], [(1, 77), (3, 79), (4, 81), (5, 79), (7, 76), (8, 77), (9, 75), (11, 74), (12, 72)], [(1, 77), (3, 77), (4, 79), (5, 81), (6, 79), (7, 76), (9, 74), (11, 74), (12, 75)], [(1, 77), (3, 76), (4, 74), (5, 78), (7, 74), (9, 74), (11, 72)], [(1, 77), (3, 79), (4, 83), (5, 81), (6, 79), (7, 81), (9, 79)], [(1, 77), (2, 76), (3, 74), (4, 76), (5, 76), (7, 79), (9, 77)]]",markov_midis\markov_song_71.mid
72,"[[1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9]]","[[65, 62, 60, 59, 74, 72, 69], [65, 67, 62, 67, 64, 64, 64, 60], [65, 67, 66, 62, 65, 62], [65, 65, 69, 66, 69, 71], [65, 81, 82, 79, 81, 74, 72], [65, 64, 62, 69, 64, 62, 71], [65, 64, 66, 67, 65, 64, 64], [65, 65, 64, 62, 66, 66]]","[[(1, 65), (3, 62), (4, 60), (5, 59), (7, 74), (9, 72), (11, 69)], [(1, 65), (2, 67), (3, 62), (4, 67), (5, 64), (7, 64), (9, 64), (11, 60)], [(1, 65), (3, 67), (4, 66), (5, 62), (9, 65), (11, 62)], [(1, 65), (3, 65), (4, 69), (5, 66), (9, 69), (11, 71)], [(1, 65), (3, 81), (4, 82), (5, 79), (7, 81), (9, 74), (11, 72)], [(1, 65), (3, 64), (4, 62), (5, 69), (7, 64), (8, 62), (9, 71)], [(1, 65), (3, 64), (4, 66), (5, 67), (7, 65), (8, 64), (9, 64)], [(1, 65), (3, 65), (4, 64), (5, 62), (7, 66), (9, 66)]]",markov_midis\markov_song_72.mid
73,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 8, 9, 10]]","[[78, 76, 74, 76, 77, 76, 77, 76], [78, 80, 79, 76, 74, 77, 79, 79, 71, 74], [78, 76, 79, 74, 72, 72, 74, 77], [78, 76, 78, 79, 76, 73, 69, 67], [78, 76, 74, 70, 69, 68, 70, 70], [78, 78, 74, 79, 81, 79, 77, 77, 77], [78, 76, 72, 72, 71, 72, 75, 74, 72], [78, 76, 79, 81, 79, 76, 78, 79, 78]]","[[(1, 78), (3, 76), (4, 74), (5, 76), (6, 77), (7, 76), (8, 77), (9, 76)], [(1, 78), (3, 80), (4, 79), (5, 76), (6, 74), (7, 77), (8, 79), (9, 79), (11, 71), (12, 74)], [(1, 78), (3, 76), (4, 79), (5, 74), (7, 72), (8, 72), (9, 74), (11, 77)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 73), (9, 69), (11, 67)], [(1, 78), (3, 76), (4, 74), (5, 70), (7, 69), (8, 68), (9, 70), (11, 70)], [(1, 78), (3, 78), (4, 74), (5, 79), (6, 81), (7, 79), (8, 77), (9, 77), (11, 77)], [(1, 78), (3, 76), (4, 72), (5, 72), (6, 71), (7, 72), (8, 75), (9, 74), (10, 72)], [(1, 78), (3, 76), (4, 79), (5, 81), (6, 79), (7, 76), (8, 78), (9, 79), (10, 78)]]",markov_midis\markov_song_73.mid
74,"[[1, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9]]","[[79, 78, 79, 76, 74, 73, 74, 72], [79, 77, 76, 77, 76, 72, 71, 72, 72, 71], [79, 78, 76, 76, 67, 71, 73, 71, 69, 65], [79, 78, 76, 73, 74, 69, 70, 69, 60, 64], [79, 77, 76, 78, 76, 76, 74, 72], [79, 77, 76, 77, 76, 71, 72, 69, 72, 69], [79, 81, 79, 69, 71, 71, 67, 69], [79, 77, 79, 75, 74, 72, 74, 72]]","[[(1, 79), (5, 78), (6, 79), (7, 76), (8, 74), (9, 73), (11, 74), (12, 72)], [(1, 79), (3, 77), (4, 76), (5, 77), (6, 76), (7, 72), (8, 71), (9, 72), (11, 72), (12, 71)], [(1, 79), (3, 78), (4, 76), (5, 76), (6, 67), (7, 71), (8, 73), (9, 71), (11, 69), (12, 65)], [(1, 79), (2, 78), (3, 76), (4, 73), (5, 74), (7, 69), (8, 70), (9, 69), (11, 60), (12, 64)], [(1, 79), (2, 77), (3, 76), (4, 78), (5, 76), (7, 76), (8, 74), (9, 72)], [(1, 79), (2, 77), (3, 76), (4, 77), (5, 76), (7, 71), (8, 72), (9, 69), (11, 72), (12, 69)], [(1, 79), (2, 81), (3, 79), (4, 69), (5, 71), (7, 71), (8, 67), (9, 69)], [(1, 79), (3, 77), (4, 79), (5, 75), (6, 74), (7, 72), (8, 74), (9, 72)]]",markov_midis\markov_song_74.mid
75,"[[1, 3, 4, 5, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9]]","[[72, 67, 71, 67, 55, 71, 74], [72, 67, 71, 73, 74, 72, 72, 70, 74], [72, 70, 72, 74, 73, 73, 74, 71], [72, 70, 69, 71, 69, 72, 71, 73, 74, 72, 74], [72, 74, 73, 74, 72, 74, 76, 78], [72, 74, 71, 72, 72, 69, 68], [72, 71, 71, 67, 65, 69, 76], [72, 71, 67, 62, 74, 71, 72]]","[[(1, 72), (3, 67), (4, 71), (5, 67), (9, 55), (11, 71), (12, 74)], [(1, 72), (2, 67), (3, 71), (4, 73), (5, 74), (7, 72), (9, 72), (11, 70), (12, 74)], [(1, 72), (3, 70), (4, 72), (5, 74), (7, 73), (9, 73), (11, 74), (12, 71)], [(1, 72), (2, 70), (3, 69), (4, 71), (5, 69), (7, 72), (8, 71), (9, 73), (10, 74), (11, 72), (12, 74)], [(1, 72), (3, 74), (4, 73), (5, 74), (7, 72), (8, 74), (9, 76), (12, 78)], [(1, 72), (3, 74), (4, 71), (5, 72), (7, 72), (8, 69), (9, 68)], [(1, 72), (3, 71), (5, 71), (6, 67), (7, 65), (8, 69), (9, 76)], [(1, 72), (3, 71), (4, 67), (5, 62), (7, 74), (8, 71), (9, 72)]]",markov_midis\markov_song_75.mid
76,"[[1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 6, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 10], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [1, 3, 4, 5, 6, 7, 8, 9]]","[[77, 67, 67, 69, 71, 69, 67, 64, 62], [77, 76, 74, 74, 72, 70, 72, 74, 72, 70], [77, 76, 74, 74, 73, 71, 74, 69], [77, 79, 83, 81, 80, 78, 76, 74], [77, 76, 77, 79, 74, 71, 74, 73], [77, 76, 78, 79, 77, 79, 77, 76], [77, 76, 78, 79, 77, 74, 76, 77, 82, 81], [77, 77, 76, 76, 77, 81, 77, 76]]","[[(1, 77), (3, 67), (5, 67), (6, 69), (7, 71), (8, 69), (9, 67), (11, 64), (12, 62)], [(1, 77), (3, 76), (4, 74), (5, 74), (6, 72), (7, 70), (8, 72), (9, 74), (10, 72), (11, 70)], [(1, 77), (3, 76), (4, 74), (5, 74), (6, 73), (7, 71), (8, 74), (9, 69)], [(1, 77), (3, 79), (4, 83), (5, 81), (6, 80), (7, 78), (9, 76), (11, 74)], [(1, 77), (3, 76), (4, 77), (5, 79), (6, 74), (7, 71), (8, 74), (9, 73)], [(1, 77), (3, 76), (5, 78), (6, 79), (7, 77), (8, 79), (9, 77), (10, 76)], [(1, 77), (3, 76), (4, 78), (5, 79), (6, 77), (7, 74), (8, 76), (9, 77), (10, 82), (11, 81)], [(1, 77), (3, 77), (4, 76), (5, 76), (6, 77), (7, 81), (8, 77), (9, 76)]]",markov_midis\markov_song_76.mid
77,"[[1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 12], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 9, 10], [1, 3, 4, 5, 6, 7, 9], [1, 3, 5, 6, 7, 9]]","[[76, 74, 71, 72, 74], [76, 77, 74, 69, 67, 69, 66], [76, 73, 74, 79, 79, 77, 76], [76, 74, 79, 81, 81, 77, 79, 72], [76, 74, 76, 79, 74, 74, 74], [76, 76, 78, 79, 77, 76, 74], [76, 76, 77, 75, 74, 72, 76], [76, 75, 77, 81, 84, 84]]","[[(1, 76), (3, 74), (4, 71), (5, 72), (9, 74)], [(1, 76), (3, 77), (4, 74), (5, 69), (7, 67), (9, 69), (12, 66)], [(1, 76), (3, 73), (4, 74), (5, 79), (7, 79), (8, 77), (9, 76)], [(1, 76), (2, 74), (3, 79), (4, 81), (5, 81), (7, 77), (8, 79), (9, 72)], [(1, 76), (2, 74), (3, 76), (4, 79), (5, 74), (7, 74), (9, 74)], [(1, 76), (3, 76), (4, 78), (5, 79), (7, 77), (9, 76), (10, 74)], [(1, 76), (3, 76), (4, 77), (5, 75), (6, 74), (7, 72), (9, 76)], [(1, 76), (3, 75), (5, 77), (6, 81), (7, 84), (9, 84)]]",markov_midis\markov_song_77.mid
